,source,text,words
166,wiki,The inter-confederation play-off was determined by a draw held on 26 November 2021. The AFC fourth round winners was drawn against the fifth-placed team from CONMEBOL. The play-off was played as a single match in Qatar on 13 June 2022.,40
167,wiki,The following six teams from AFC qualified for the final tournament.,11
168,wiki,"There were 676 goals scored in 229 matches, for an average of 2.95 goals per match.

14 goals
12 goals
10 goals
9 goals
8 goals
7 goals
Below are full goalscorer lists for each round:",36
169,wiki,The third round of AFC matches for the 2022 FIFA World Cup qualification was played from 2 September 2021 to 29 March 2022.,23
170,wiki,"The twelve teams that advanced from the second round (the seven group winners excluding Qatar and the five best group runners-up) were divided into two groups of six teams to play home-and-away round-robin matches. The top two teams of each group qualified for the 2022 FIFA World Cup, and the two third-placed teams advanced to the fourth round. World Cup hosts Qatar won Group E in the second round (which meant they advanced to the 2023 AFC Asian Cup finals) but were not required to qualify for the World Cup.",90
171,wiki,,0
172,wiki,"The draw for the third round was held on 1 July 2021 at 15:00 MST (UTC+8), in Kuala Lumpur, Malaysia.The seeding for the draw was based on a special release of the FIFA Men's World Rankings for Asian teams on 18 June 2021 (shown in parentheses below).Each group contained one team from each of the six pots.
Note: Bolded teams qualified for the World Cup. Italicised teams qualified for the fourth round.",72
173,wiki,"Due to the COVID-19 pandemic in Asia, FIFA announced on 12 August 2020 that the upcoming qualifying matches originally scheduled for 2020 were moved to 2021, and on 11 November, the AFC Competitions Committee also announced that the final round of the Asian qualifiers would begin in September 2021 and be finished by March 2022.",55
174,wiki,,0
175,wiki,,0
176,wiki,,0
177,wiki,"There were 122 goals scored in 60 matches, for an average of 2.03 goals per match.

4 goals
3 goals
2 goals
1 goal
1 own goal",27
178,wiki,"The fourth round of AFC matches for the 2022 FIFA World Cup qualification consisted of a single match that determined the AFC representative in the intercontinental play-offs against the CONMEBOL representative. This round was originally scheduled as a two-legged tie for 11 and 16 November 2021, but the dates and format were changed in November 2020 in response to impacts from the COVID-19 pandemic in Asia.The match featured the United Arab Emirates and Australia. It was played at Ahmad bin Ali Stadium in Al Rayyan, Qatar, on 7 June 2022.",90
179,wiki,"Since the 1998 FIFA World Cup qualification the last round of the Asian qualifiers (in this case, the fourth round) has consisted of a matchup between two teams coming from a previous round, and the winning team would represent AFC in the intercontinental play-offs (except the 1998 campaign, in which the play-off winners qualified directly for the FIFA World Cup, while the losers advanced to the intercontinental play-offs).
The United Arab Emirates had previously played once at this stage, they faced Iran in the 2002 play-off and lost 0–4 on aggregate. Australia had also previously played at this stage once, it was the 2018 edition where they defeated Syria 3–2 on aggregate.This was the third match between the United Arab Emirates and Australia in the Asian World Cup qualifying, with the previous two being Australian victories (both in the 2018 qualifiers).",141
180,wiki,"In the fourth round, the two third-placed teams from the third round competed in a single-match play-off. Since the fourth round format was changed from two-legged tie to a single-match at a neutral venue, the game was played under the single-leg play-off rules from the preliminary competition, with extra time of two periods of 15 minutes would be played if the match was tied after the regular time of 90 minutes, followed by a penalty shoot-out to decide the winner if the match still tied after extra time (Regulations Article 20.11).The winner advanced to the intercontinental play-offs six days later, also in Qatar.",103
